"","fulcrum_id","fulcrum_parent_id","created_at","bag_id","species_capture","species_capture_other","capture_type","capture_type_other","capture_mark_recapture","life_stage","life_stage_other","sex","sex_other","snout_vent_length","body_and_bag_mass","bag_mass","body_mass","bd_swab_tube_id","bacterial_swab_tube_id","mucusome_id","amp_id_1","amp_id_2","amp_id_3","amp_id_4","antibody_id_1","antibody_id_2","antibody_id_3","antibody_id_4","toe_clip_tube_id"
"147","a6a7075f-2360-40d2-a38e-edd780705c6c","6f4b6963-3db7-4f99-9ba3-31687df5d589","2022-06-15 01:01:29 EDT","BAG34","Hyla versicolor",NA,NA,NA,NA,"Adult",NA,"Male",NA,38.8,9.1,2.9,6.2,"BdSwab00110","BacSwab00110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","d4c7cd2b-5e0c-4f91-a795-034eb91bb50c","6f4b6963-3db7-4f99-9ba3-31687df5d589","2022-06-15 01:04:35 EDT","BAG21","Hyla versicolor",NA,NA,NA,NA,"Adult",NA,"Male",NA,46.3,11.75,2.8,8.95,"BdSwab00111","BacSwab00111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","03da854c-5204-49a7-a1bd-faf32a42b1c6","6f4b6963-3db7-4f99-9ba3-31687df5d589","2022-06-15 01:07:50 EDT","BAG26","Hyla versicolor",NA,NA,NA,NA,"Adult",NA,"Male",NA,42.6,10.5,3,7.5,"BdSwab00112","BacSwab00112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","46ac1d40-284a-40f6-8756-1fab1e9048be","6f4b6963-3db7-4f99-9ba3-31687df5d589","2022-06-15 01:12:14 EDT","BAG25","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,64.7,33,6.3,26.7,"BdSwab00113","BacSwab00113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","7c20642c-f477-44b7-8b0d-e33b653c8d4a","6f4b6963-3db7-4f99-9ba3-31687df5d589","2022-06-15 01:15:47 EDT","BAG47","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,76.6,46,4.25,41.75,"BdSwab00114","BacSwab00114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2d8f77a0-e03d-4b6d-ad36-f7f358663ba3","6f4b6963-3db7-4f99-9ba3-31687df5d589","2022-06-15 01:17:29 EDT","BAG08","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,83.1,58,2.7,55.3,"BdSwab00115","BacSwab00115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","b79e5e4a-372d-449d-9436-0f6ad2c00875","6f4b6963-3db7-4f99-9ba3-31687df5d589","2022-06-15 01:21:57 EDT","BAG10","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,59.3,24.5,4.4,20.1,"BdSwab00116","BacSwab00116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","45bdeaf9-6007-477a-bf6b-39f328277503","6f4b6963-3db7-4f99-9ba3-31687df5d589","2022-06-15 01:23:45 EDT","BAG17","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,76.9,48,3,45,"BdSwab00117","BacSwab00117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","f47de147-5b09-4a0d-a420-d1b054969d15","6c6c44e0-d829-4ebd-a93a-e4455911db4f","2022-06-15 23:43:13 EDT","BAG19","Rana catesbeiana",NA,"New",NA,"eef50f93-4714-4b9d-83f3-38877ef9511e","Adult",NA,"Female",NA,61.6,27.75,3.86,23.89,"BdSwab00119","BacSwab00118",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00047"
"156","08bcccb5-3f7f-4de3-9507-51b18dec4293","6c6c44e0-d829-4ebd-a93a-e4455911db4f","2022-06-15 23:50:22 EDT","BAG39","Rana catesbeiana",NA,"New",NA,"d3cc244d-a85c-48d7-b1cc-f33fee6ba646","Adult",NA,"Female",NA,68,45,6.2,38.8,"BdSwab00120","BacSwab00119",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00049"
"157","85f9892e-65a0-4192-bbec-478984a6c248","6c6c44e0-d829-4ebd-a93a-e4455911db4f","2022-06-15 23:53:19 EDT","BAG46","Rana catesbeiana",NA,"New",NA,"56e06ef3-fadc-4fc3-b859-fc389d7bc595","Juvenile",NA,"Unknown",NA,49,17.25,3.5,13.75,"BdSwab00121","BacSwab00120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00048"
"158","8e98810b-7973-41ff-97bd-320254f0736d","6c6c44e0-d829-4ebd-a93a-e4455911db4f","2022-06-15 23:57:43 EDT","BAG31","Rana catesbeiana",NA,"New",NA,"ff73589f-9a3b-478a-a037-9c5b77345de7","Juvenile",NA,"Unknown",NA,48.3,153,3,150,"BdSwab00122","BacSwab00121",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00046"
"159","3790bac1-83bb-478b-9f58-831704210fee","6c6c44e0-d829-4ebd-a93a-e4455911db4f","2022-06-16 00:00:23 EDT","BAG16","Rana catesbeiana",NA,"New",NA,"83e40ed5-1445-4629-8776-c1ebb83751ee","Adult",NA,"Female",NA,52.9,19.75,5.5,14.25,"BdSwab00123","BacSwab00122",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00045"
"160","d59bbc53-eaf9-4658-ba4d-ea7a756f641b","6c6c44e0-d829-4ebd-a93a-e4455911db4f","2022-06-16 00:03:25 EDT","BAG02","Rana catesbeiana",NA,"New",NA,"a0f86611-a4af-4302-be8f-101fc4086316","Adult",NA,"Female",NA,74,49,4.2,44.8,"BdSwab00124","BacSwab00123",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00044"
"161","54c309e4-9a44-4086-a6b7-fbb5bdabd16b","6c6c44e0-d829-4ebd-a93a-e4455911db4f","2022-06-16 00:05:07 EDT","BAG11","Rana catesbeiana",NA,"New",NA,"9600f036-7dd5-4bb1-bb9b-418cf4a3eae8","Adult",NA,"Female",NA,87.4,77,3.3,73.7,"BdSwab00125","BacSwab00124",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00042"
"162","598ef6f4-98cc-4c71-8cca-00f9f78b3ab0","6c6c44e0-d829-4ebd-a93a-e4455911db4f","2022-06-16 00:07:34 EDT","BAG33","Rana catesbeiana",NA,"New",NA,"f60ad4f5-9555-47ff-a10b-8071677624e1","Adult",NA,"Female",NA,62.8,34,5.7,28.3,"BdSwab00126","BacSwab00125",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00043"
"163","954e5c20-ea3f-4b99-82f6-22207a42dc33","6c6c44e0-d829-4ebd-a93a-e4455911db4f","2022-06-16 00:10:07 EDT","BAG22","Rana catesbeiana",NA,"New",NA,"a1722807-aa8a-485e-b90c-ae0988994734","Juvenile",NA,"Unknown",NA,47.8,17.75,2.9,14.85,"BdSwab00127","BacSwab00126",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00041"
"164","7abfee49-d8db-4cee-a57c-ba5dac5fa81e","6c6c44e0-d829-4ebd-a93a-e4455911db4f","2022-06-16 00:13:41 EDT","BAG09","Rana catesbeiana",NA,"New",NA,"318943b4-4ffb-4a2b-997c-50b016b180d0","Juvenile",NA,"Unknown",NA,44.1,15,3.5,11.5,"BdSwab00128","BacSwab00127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00039"
"165","8178d50b-09f4-4d00-b311-cffa4e1bdd48","6c6c44e0-d829-4ebd-a93a-e4455911db4f","2022-06-16 00:15:36 EDT","BAG18","Rana catesbeiana",NA,"New",NA,"387470d6-e8ac-4a74-b51a-a00b7579b6a3","Adult",NA,"Female",NA,50,24.5,4,20.5,"BdSwab00129","BacSwab00128",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00040"
"166","087726c9-f2d8-4391-9119-a922f1b24ddd","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:29:11 EDT","BAG16","Eurycea bislineata",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,53.4,3.5,3.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","4ba2da71-6478-4526-bb08-9f4cf4f0f022","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:34:15 EDT","BAG53","Pseudotriton ruber",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,135.9,14,2.2,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","6f5e0675-4581-48fb-8b9b-8b7d812fd0a0","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:38:09 EDT","BAG48","Desmognathus ochrophaeus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,65.4,4.9,3.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","c2553549-3664-46cb-ad4e-e6fe79a1bc7e","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:41:12 EDT","BAG29","Desmognathus fuscus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,58.2,3.3,2.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","a82804b5-8f3d-4536-96e5-21e6f974bc6d","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:44:56 EDT","BAG17","Desmognathus fuscus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,88.7,3.8,2.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2c675cdd-ad4a-4c08-9412-d998aa177edf","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:47:06 EDT","BAG15","Desmognathus ochrophaeus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","592fe7fe-02d3-4925-a7ec-22c67ea17092","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:47:40 EDT","BAG13","Desmognathus fuscus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","808ea826-1c1a-4061-8329-42e2079d4b9a","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:48:01 EDT","BAG49","Eurycea bislineata",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","a7f8f725-49fb-45a6-9703-d5ca355e2947","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:48:16 EDT","BAG19","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","a23b3583-33e3-4409-9701-22caa41400e0","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:49:39 EDT","BAG57","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","f9809349-5b58-45a4-b371-1fca6afb2ce4","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:50:09 EDT","BAG50","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","48b22295-2b4f-4f73-bb9f-bbace5a4de57","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:50:17 EDT","BAG05","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2e4f4a3a-4a17-4887-bbf8-5df66725f525","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:50:28 EDT","BAG18","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","aaa280ae-2814-4e29-8642-f2e7cd977b47","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:50:37 EDT","BAG03","Eurycea bislineata",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","f3385e89-1d53-483b-8d91-f8ca996338fd","8d311105-b915-4fe3-840f-0297ab7003dd","2022-06-22 12:55:13 EDT","BAG45","Eurycea bislineata",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
