"","X.1","X","fulcrum_id","created_at","fulcrum_parent_id","bag_id","species_capture","species_capture_other","capture_type","capture_type_other","capture_mark_recapture","life_stage","life_stage_other","sex","sex_other","snout_vent_length","body_and_bag_mass","bag_mass","body_mass","bd_swab_tube_id","bacterial_swab_tube_id","mucusome_id","amp_id_1","amp_id_2","amp_id_3","amp_id_4","antibody_id_1","antibody_id_2","antibody_id_3","antibody_id_4","toe_clip_tube_id"
"132",132,132,"b4f8b861-12f0-4987-af52-2ea17b445a20","2022-05-20 05:27:57 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag24","Rana catesbeiana",NA,"New",NA,"872ccfa8-29df-44e6-b4a4-49f6bd83a3f6","Juvenile",NA,"Unknown",NA,58.8,18.75,4.25,14.5,"2022-05-19 admin raca#17","2022-05-19 admin raca#17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,133,"f274f57a-7453-4581-97cb-e83df93401e8","2022-05-20 05:46:30 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag12","Rana catesbeiana",NA,"Recapture",NA,"a0841d0b-1197-4fef-beaf-e14eb80f4fcd",NA,NA,NA,NA,47,NA,NA,NA,"2022-05-19 admin raca#18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,134,"e1176308-929c-424e-84eb-1428b7e3b4b5","2022-05-20 05:56:30 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag04","Rana catesbeiana",NA,"Recapture",NA,"c1dcc31c-87eb-4537-9470-356e318b9b19",NA,NA,NA,NA,40.5,NA,NA,NA,"2022-05-19 admin raca#19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,135,"439612a6-cb7b-432d-b4b8-23f9c1ffbd92","2022-05-20 05:59:34 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag26","Rana catesbeiana",NA,"Recapture",NA,"f060d7d9-b62f-4ae9-8d65-cf524a94a307",NA,NA,NA,NA,47.8,NA,NA,NA,"2022-05-19 admin racA#20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,136,"2ff5512a-bc0c-48ed-9e36-614c25b0fdfb","2022-05-20 06:04:32 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag25","Rana catesbeiana",NA,"Recapture",NA,"903d8341-b574-404e-8659-6a7323041bbe",NA,NA,NA,NA,52.9,NA,NA,NA,"2022-05-19 admin raca#21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,137,"830a9555-886c-4c65-b836-acfa512804ff","2022-05-20 06:10:28 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag28","Rana catesbeiana",NA,"Recapture",NA,"357f2934-a97e-420d-9340-df83654030c3",NA,NA,NA,NA,55.6,NA,NA,NA,"2022-05-19 admin raca#22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,138,"ae4896a5-f395-4168-8dfe-2d5e4c54d33d","2022-05-20 06:13:09 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag22","Rana catesbeiana",NA,"Recapture",NA,"8587650d-e715-469e-bec9-3c1727c51ca1",NA,NA,NA,NA,54.2,NA,NA,NA,NA,"2022-05-19 admin raca#23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,139,"86746c0a-cb0f-470f-81c6-6b9d3375bacb","2022-05-20 06:14:47 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag02","Rana catesbeiana",NA,"Recapture",NA,"63928a8b-bc3f-43eb-912a-c0eaf88444d2",NA,NA,NA,NA,51.9,NA,NA,NA,"2022-05-19 admin raca#24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",140,140,"551b2fd3-3ad0-4620-b999-9bc6c9ffa650","2022-05-20 06:17:02 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag23","Rana catesbeiana",NA,"Recapture",NA,"71643ec1-cc76-4ccd-b969-09f38eda3867",NA,NA,NA,NA,52.3,NA,NA,NA,"2022-05-19 admin raca#25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,141,"b53cc41f-a561-42dc-bc15-e10fd38e09a3","2022-05-20 06:19:19 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag05","Rana catesbeiana",NA,"Recapture",NA,"2765fa30-d94c-4fcb-9343-55b9133d6ebc",NA,NA,NA,NA,48.2,NA,NA,NA,"2022-05-19 admin raca#26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,142,"db8b8aac-05f5-405b-8171-1084f997bdd5","2022-05-20 06:22:14 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag01","Rana pipiens",NA,"Recapture",NA,"0e5ae94d-5bd1-48b2-abd4-cce9c2d9e342",NA,NA,NA,NA,73.5,NA,NA,NA,"2022-05-19 admin rapi#27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,143,"672da1e1-be40-47ad-94fa-31d44a475837","2022-05-20 06:24:38 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag13","Rana pipiens",NA,"Recapture",NA,"85800845-46bf-4672-970d-8c960dd9777c",NA,NA,NA,NA,79.1,NA,NA,NA,"2022-05-19 admin rapi#28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,144,"52466495-998a-4789-b87b-42cd53c64bc2","2022-05-20 06:26:23 UTC","0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","Bag08","Rana pipiens",NA,"Recapture",NA,"28fa1e78-cc91-4a23-8705-340e7a38a0dd",NA,NA,NA,NA,55.3,NA,NA,NA,"2022-05-19 admin rapi#29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,145,"a48c4081-b77e-4522-8a8b-3068188717cd","2022-05-19 02:30:45 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"a28a0a3f-9ded-4d9e-a94b-e193f55322b7","Juvenile",NA,"Unknown",NA,52.1,17.25,5,12.25,"2022-05‐18-admin-raca1","2022-05‐18-admin-raca1","2022-05‐18-admin-raca1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",146,146,"4344f066-45eb-45a4-ab06-3e1148a6e1fb","2022-05-19 02:41:49 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"b8dab5e4-b042-46a0-8915-b4a2b5a7cc0b","Juvenile",NA,"Unknown",NA,58.6,24.5,8.5,16,"2022-05-18-admin-raca2","2022-05-18-admin-raca2","2022-05-18-admin-raca2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,147,"51c4fd79-47f7-4f45-be7c-d8b76e90075a","2022-05-19 02:49:24 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"d57d7e3a-13e8-420b-8225-605cdd83c87c","Juvenile",NA,"Unknown",NA,46.9,14,4,10,NA,"2022-05-8-admin-raca3","2022-05-8-admin-raca3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,148,"9297aaee-57ef-4cc3-a595-f53f153eaba7","2022-05-19 02:54:50 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"dd43bef5-85d3-4ccc-b614-4a86ce80b0c4","Juvenile",NA,"Unknown",NA,51.2,31,16.72,14.28,"2022-05-18-admin-raca4","2022-05-18-admin-raca4","2022-05-18-admin-raca4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,149,"e0b39ad0-1695-414b-a2c1-c71ec4e0bcfd","2022-05-19 03:01:53 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"2ff33a28-b8b2-4bbe-9e47-b6e9e398ec10","Juvenile",NA,"Unknown",NA,48.6,18,7.5,10.5,"2022-05-18-admin-raca5","2022-05-18-admin-raca5","2022-05-18-admin-raca5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,150,"e68800a0-11f2-4052-a846-9d1411d9e27d","2022-05-19 03:21:22 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"49e58964-2321-4f44-b73c-e5175ae1b952","Juvenile",NA,"Unknown",NA,52.1,22,7,15,"2022-05-18-admin-raca6","2022-05-18-admin-raca6","2022-05-18-admin-raca6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,151,"f0a87234-58a3-4943-8445-aa01f2a04283","2022-05-19 03:27:42 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"30dd0083-d964-449f-826c-06be424e5dcc","Juvenile",NA,"Unknown",NA,48.7,14.5,3.5,11,"2022-05-18-admin-raca7","2022-05-18-admin-raca7","2022-05-18-admin-raca7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,152,"89597a7b-9383-4af1-b953-411ee5c032e5","2022-05-19 03:45:42 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"f45dd78d-7a41-453a-8e4d-9026756900cc","Juvenile",NA,"Unknown",NA,52.3,16,4.25,11.75,"2022-05-18-admin-raca8","2022-05-18-admin-raca8","2022-05-18-admin-raca8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,153,"d27d6a16-44e5-43a9-8014-0a5c2cabc47d","2022-05-19 03:52:06 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"f5e9f600-3eac-4b65-9857-f80710fc8c49","Juvenile",NA,"Unknown",NA,57.1,20.75,4.75,16,"2022-05-18-admin-raca9","2022-05-18-admin-raca9","2022-05-18-admin-raca9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,154,"6f8afed5-ab62-4f5b-8099-7d5d8638504e","2022-05-19 04:00:24 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"e3a5765a-8785-4564-bd2a-129ecb7e7dc2","Juvenile",NA,"Unknown",NA,53.3,16.5,4.3,12.2,"2022-05-18-admin-raca10","2022-05-18-admin-raca10","2022-05-18-admin-raca10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,155,"d6510212-0b72-492b-8748-1fe228ad2294","2022-05-19 04:06:54 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"12eeb9b5-5aee-49c2-8d99-42b48c982ad5","Juvenile",NA,"Unknown",NA,52.6,16,4.5,11.5,"2022-05-18-admin-raca11","2022-05-18-admin-raca11","2022-05-18-admin-raca11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,156,"ae1e2f38-bbe7-42e3-b47e-85519aebfd2e","2022-05-19 04:13:12 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"fe0cc5f7-d57b-4b63-b95b-d0fd4bb44855","Juvenile",NA,"Unknown",NA,51,28,15.25,12.75,"2022-05-18-admin-raca12","2022-05-18-admin-raca12","2022-05-18-admin-raca12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,157,"238ba853-f522-4150-b529-fc271f6ed55b","2022-05-19 04:19:25 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"fc52842b-d6d4-4f9b-8d57-8dfa8742b200","Juvenile",NA,"Unknown",NA,53.6,18.75,4,14.75,"2022-05-18-admin-raca13","2022-05-18-admin-raca13","2022-05-18-admin-raca13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,158,"bc91c00a-6ca4-4546-872a-5c5ba4639727","2022-05-19 04:25:44 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"a768ee4f-560b-4bd6-b6a3-45fe6c52ffaf","Juvenile",NA,"Unknown",NA,62.5,27.5,7,20.5,"2022-05-18-admin-raca14","2022-05-18-admin-raca14","2022-05-18-admin-raca14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",159,159,"def45c17-ec90-4dcb-a18d-c8341c0209e9","2022-05-19 04:32:08 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana catesbeiana",NA,"New",NA,"93ed65c4-470f-41b4-86a3-ef532595a753","Juvenile",NA,"Unknown",NA,53.6,20,6,14,"2022-05-18-admin-raca15","2022-05-18-admin-raca15","2022-05-18-admin-raca15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,160,"82fb4c13-21d5-4b66-b824-c6b5bdf258bc","2022-05-19 04:38:39 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana pipiens",NA,"New",NA,"de26eb8e-30ac-4926-aee6-a5656cb005a0","Adult",NA,"Female",NA,69.8,31,3,28,"2022-05-18‐admin-rapi16","2022-05-18‐admin-rapi16","2022-05-18‐admin-rapi16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,161,"80b1ac2c-d5b6-46ff-aa4b-534ce742fb4c","2022-05-19 04:48:34 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana pipiens",NA,"New",NA,"ef78ee09-4888-406e-ad3c-0692ea9c6ca5","Adult",NA,"Female",NA,72.9,40,9,31,"2022-05-18-admin-rapi17","2022-05-18-admin-rapi17","2022-05-18-admin-rapi17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",162,162,"35437147-2f68-456f-bb0b-bbb78a6fb02e","2022-05-19 04:55:05 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana pipiens",NA,"New",NA,"60aa8635-cc0d-4275-9049-f74cd2be6ea4","Adult",NA,"Female",NA,54.9,14.75,4,10.75,"2022-05-18-admin-rapi18","2022-05-18-admin-rapi18","2022-05-18-admin-rapi18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,163,"9b8cd36b-64a9-464c-a6fe-51311fe20c2a","2022-05-19 05:01:59 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Pseudacris crucifer",NA,"New",NA,"ab365a83-e2b4-420f-98a7-094e84c0683a","Adult",NA,"Male",NA,25.8,3.6,2.9,0.7,"2022-05-18-admin-pscr19","2022-05-18-admin-pscr19","2022-05-18-admin-pscr19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",164,164,"8cf48cc1-baf2-4b39-b221-a4c0d9abc109","2022-05-19 05:07:55 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Pseudacris crucifer",NA,"New",NA,"fcc88102-313d-4cad-a6cf-4082fb8b8c49","Adult",NA,"Male",NA,29,4.1,2.8,1.3,"2022-05-18-admin-pscr20","2022-05-18-admin-pscr20","2022-05-18-admin-pscr20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",165,165,"fd68f5bf-a099-4615-8234-072ceda4fb75","2022-05-19 05:46:09 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,83.2,71,5.8,65.2,"2022-05-18 admin racl #21","2022-05-18 admin racl #21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",166,166,"e12fd04a-230c-427d-8b62-8c1c8bcee2c4","2022-05-19 05:55:04 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,77.4,57,6.8,50.2,"2022-05-18 admin racl #22","2022-05-18 admin racl #22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",167,167,"7f764359-4b4f-4a72-9b96-f11a19a84a23","2022-05-19 06:02:55 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,72.9,45,5,40,"2022-05-18 admin racl #23","2022-05-18 admin racl #23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,168,"82355539-8d16-4c35-941c-e55a192135b1","2022-05-19 06:11:39 UTC","dfaf9677-e878-48ec-96a3-4e92f6af433a",NA,"Bufo americanus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,58.1,27,4.6,22.4,"2022-05-18 admin Guam #24","2022-05-18 admin Guam #24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",169,169,"68475439-ba59-48ec-aa10-1b79e7912c0e","2022-05-05 03:30:50 UTC","4283096b-b956-4501-974c-3bd729831d91",NA,"Pseudacris crucifer",NA,"New",NA,NA,"Adult",NA,"Male",NA,29,7.6,6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,170,"5841098e-d705-4fc3-a8ff-db12ef599788","2022-05-05 03:40:34 UTC","4283096b-b956-4501-974c-3bd729831d91",NA,"Rana catesbeiana",NA,"New",NA,NA,"Juvenile",NA,NA,"Juvenile",50.9,21.9,8.8,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",171,171,"88b7d831-d803-42c1-8f94-804c1c9cdae2","2022-05-05 03:50:46 UTC","4283096b-b956-4501-974c-3bd729831d91",NA,"Pseudacris crucifer",NA,"New",NA,NA,"Adult",NA,"Male",NA,27.3,7.4,6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",172,172,"49c45843-77b8-4557-a2e7-ff09fa88efbe","2022-05-05 04:03:25 UTC","4283096b-b956-4501-974c-3bd729831d91",NA,"Rana catesbeiana",NA,"New",NA,NA,"Juvenile",NA,NA,"juvenile",46.1,17.5,7.4,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",173,173,"36ae0e88-b6e0-4d74-9f63-a63cd4341799","2022-05-05 04:09:20 UTC","4283096b-b956-4501-974c-3bd729831d91",NA,"Rana clamitans",NA,NA,NA,NA,"Juvenile",NA,NA,"juvenile",42.1,14.9,10,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",174,174,"fe4d5e97-b0f1-44c1-8496-1a867b1d93c0","2022-05-20 18:44:57 UTC","51aa8925-2742-4c94-8d52-73a9d3642fc0","Bag17","Pseudacris crucifer",NA,"New",NA,"884e45e1-bee9-4794-9894-0b32ddd3b264","Adult",NA,"Unknown",NA,26.2,3.9,2.9,1,"2022-05-20-admin-pscr1","2022-05-20-admin-pscr1","2022-05-20-admin-pscr1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",175,175,"8eecce07-615a-436b-9775-8829b1d6ce68","2022-05-20 18:52:19 UTC","51aa8925-2742-4c94-8d52-73a9d3642fc0","Bag29","Bufo americanus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,50.3,18.75,4.25,14.5,"2022-05-20 admin buam#2","2022-05-20 admin buam#2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",176,176,"44c78b1a-5136-414d-b39b-2f709b61a03c","2022-05-20 18:55:52 UTC","51aa8925-2742-4c94-8d52-73a9d3642fc0","Bag30","Bufo americanus",NA,NA,NA,NA,NA,"unknown","Unknown",NA,31.8,6.5,3.25,3.25,"2022-05-20 admin Buam#3","2022-05-20 admin Buam#3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",177,177,"d8e71baf-db5c-4647-b6b4-df04191638ce","2022-05-20 18:59:36 UTC","51aa8925-2742-4c94-8d52-73a9d3642fc0","Bag02","Bufo americanus",NA,NA,NA,NA,NA,"unknown","Unknown",NA,36.1,8,3.25,4.75,"2022-05-20 admin buam#4","2022-05-20 admin buam#4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",178,178,"edf935fe-85ed-43c9-bfb2-b575e01683f0","2022-05-20 19:02:15 UTC","51aa8925-2742-4c94-8d52-73a9d3642fc0","Bag01","Bufo americanus",NA,NA,NA,NA,NA,"unknown","Unknown",NA,35.6,6.75,3,3.75,"2022-05-20 admin buam#5","2022-05-20 admin buam#5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",179,179,"d40f475f-8a37-445d-ae99-9c28c35266cf","2022-05-20 19:04:48 UTC","51aa8925-2742-4c94-8d52-73a9d3642fc0","Bag05","Bufo americanus",NA,NA,NA,NA,NA,"unknown","Unknown",NA,32.4,6.75,3,3.75,"2022-05-20 admin buam#6","2022-05-20 admin buam#6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,180,"b6d6e488-2a7d-40b1-87ab-b87c4cdde29d","2022-05-27 03:17:54 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG04","Rana catesbeiana",NA,"New",NA,"70fb0551-610d-46ad-ae59-33bffa0a7d14","Adult",NA,"Male",NA,75.8,41,5,36,"BdSwab00001","BacSwab00001","MucBath00001","AMPBath00001",NA,NA,NA,NA,NA,NA,NA,"ToeClip00002"
"181",181,181,"ee815c15-4c47-42f3-ba11-402997ce5fbe","2022-05-27 03:24:46 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG32","Rana catesbeiana",NA,"New",NA,"a693e329-f871-4247-8d4d-1ca915832a9e","Adult",NA,"Unknown",NA,60.9,43,20.25,22.75,"BdSwab00002","BacSwab00002","MucBath00002","AMPBath00002",NA,NA,NA,NA,NA,NA,NA,"ToeClip00002"
"182",182,182,"e483c861-4808-4363-8d9a-1e1ea704d216","2022-05-27 03:28:50 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG16","Rana catesbeiana",NA,"New",NA,"f152c6ed-4618-4671-ac72-6f573ea37ece","Adult",NA,"Unknown",NA,60.6,27,6.7,20.3,"BdSwab00003","BacSwab00003","MucBath00003","AMPBath00003",NA,NA,NA,NA,NA,NA,NA,"ToeClip00003"
"183",183,183,"21c12763-dec7-410d-aa6a-725694e26f87","2022-05-27 03:35:31 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG42","Rana catesbeiana",NA,"New",NA,"830a9d2b-02c3-47cb-bc5b-985a81fd7b2b","Adult",NA,"Male",NA,120.5,200,0,200,"BdSwab00004","BacSwab00004","MucBath00004","AMPBath00004",NA,NA,NA,NA,NA,NA,NA,NA
"184",184,184,"e35cb726-568f-46a1-9740-58a64cb65fc4","2022-05-27 03:40:57 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG11","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,77.3,52,4.4,47.6,"BdSwab00005","BacSwab00005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,185,"93b1f77d-3cac-4f7b-a79a-9518445a69d4","2022-05-27 03:44:30 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG10","Rana clamitans",NA,NA,NA,NA,"Juvenile",NA,"Unknown",NA,55.1,20.25,4.2,16.05,"BdSwab00006","BacSwab00006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,186,"ab4c22f3-73ef-4680-930f-775b73d25c52","2022-05-27 03:48:01 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG35","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,57,27,4.1,22.9,"BdSwab00007","BacSwab00007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",187,187,"1a74fa3c-58b8-452d-9e7a-94ee5ec2e0c6","2022-05-27 04:40:31 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG12","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,62.9,31.5,5,26.5,"BdSwab00008","BacSwab00008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",188,188,"34232b33-a843-417b-b69e-4625b8ea7f3e","2022-05-27 04:43:49 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG05","Rana clamitans",NA,NA,NA,NA,NA,NA,"Male",NA,69.4,36.5,4.5,32,"BdSwab00009","BacSwab00009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",189,189,"b2621a17-8c73-4461-bc3b-e34233d3cc35","2022-05-27 04:47:13 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG08","Rana clamitans",NA,NA,NA,NA,"Juvenile",NA,"Unknown",NA,49,11.75,4.5,7.25,"BdSwab00010","BacSwab00010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",190,190,"7a0f7889-2a9a-432b-a836-cf6d4bcc2058","2022-05-27 04:50:42 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG33","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,85.7,77,7.25,69.75,"BdSwab00011","BacSwab00011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,191,"a0a3bb6d-4736-469b-85b1-8c780f192433","2022-05-27 04:53:39 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG09","Rana clamitans",NA,NA,NA,NA,"Juvenile",NA,"Unknown",NA,59.1,23.75,4.9,18.85,"BdSwab00012","BacSwab00012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",192,192,"ec1fa127-6980-47d1-a2e8-60c868f925ea","2022-05-27 04:57:18 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG01","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,62.1,24,5.25,18.75,"BdSwab00013","BacSwab00013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",193,193,"934650bd-d800-4c04-9d06-e8b893701ec6","2022-05-27 05:00:12 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG13","Rana clamitans",NA,NA,NA,NA,"Juvenile",NA,"Unknown",NA,45.6,12.25,4.2,8.05,"BdSwab00014","BacSwab00014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",194,194,"404700bb-5efb-4246-8382-7c49ccacf647","2022-05-27 05:04:05 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG06","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,60.4,25.5,8,17.5,"BdSwab00015","BacSwab00015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,195,"ebdc77b1-570d-4e7c-8a27-b1b7513433a5","2022-05-27 05:08:13 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG31","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,73,48,5.25,42.75,"BdSwab00016","BacSwab00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",196,196,"bdac0b19-263d-4a14-8c7d-f0c54971243a","2022-05-27 05:13:57 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG38","Rana clamitans",NA,NA,NA,NA,"Juvenile",NA,"Unknown",NA,54.9,20.25,3.8,16.45,"BdSwab00017","BacSwab00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",197,197,"b8bcb0d6-09ce-411b-831e-f6f1002c1197","2022-05-27 05:18:50 UTC","9aad4a3b-4e6e-4328-a845-32a7f1f2fe69","BAG02","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,63.7,29.5,5.5,24,"BdSwab00018","BacSwab00018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
